2016,Maharashtra,Ahmednagar,_Ahmednagar,Pertusis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,_Ahmednagar,Tetanus,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,_Ahmednagar,Tetanus other than neonatarum,TOTAL,1,1,1,1,1,1,1,1,1,1,1,1
2016,Maharashtra,Ahmednagar,_Ahmednagar,Polio,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,_Ahmednagar,Measles,TOTAL,8,15,18,18,18,15,15,19,12,18,18,18
2016,Maharashtra,Ahmednagar,_Ahmednagar,Diarrhoea and Dehydration,TOTAL,65,734,1048,1212,1128,595,276,1273,151,974,916,823
2016,Maharashtra,Ahmednagar,_Ahmednagar,Malaria,TOTAL,0,0,1,1,1,0,0,1,0,1,1,0
2016,Maharashtra,Ahmednagar,_Ahmednagar,Respiratory Infections,TOTAL,32,239,438,527,470,174,122,548,66,425,392,360
2016,Maharashtra,Ahmednagar,Akola,Pertusis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Akola,Tetanus,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Akola,Tetanus other than neonatarum,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Akola,Polio,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Akola,Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Akola,Diarrhoea and Dehydration,TOTAL,11,64,86,101,94,53,39,106,27,80,75,70
2016,Maharashtra,Ahmednagar,Akola,Malaria,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Akola,Respiratory Infections,TOTAL,1,13,26,29,26,5,5,29,4,26,26,26
2016,Maharashtra,Ahmednagar,Jamkhed,Pertusis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Jamkhed,Tetanus,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Jamkhed,Tetanus other than neonatarum,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Jamkhed,Polio,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Jamkhed,Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Jamkhed,Diarrhoea and Dehydration,TOTAL,0,8,8,8,8,8,0,8,0,8,8,8
2016,Maharashtra,Ahmednagar,Jamkhed,Malaria,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Jamkhed,Respiratory Infections,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Karjat,Pertusis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Karjat,Tetanus,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Karjat,Tetanus other than neonatarum,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Karjat,Polio,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Karjat,Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Karjat,Diarrhoea and Dehydration,TOTAL,2,81,117,137,121,45,4,148,2,109,101,92
2016,Maharashtra,Ahmednagar,Karjat,Malaria,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Karjat,Respiratory Infections,TOTAL,0,16,36,47,42,8,4,49,2,34,29,23
2016,Maharashtra,Ahmednagar,Kopargaon,Pertusis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Kopargaon,Tetanus,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Kopargaon,Tetanus other than neonatarum,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Kopargaon,Polio,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Kopargaon,Measles,TOTAL,0,0,1,1,1,0,0,1,0,1,1,1
2016,Maharashtra,Ahmednagar,Kopargaon,Diarrhoea and Dehydration,TOTAL,10,55,77,87,82,44,18,93,15,68,66,61
2016,Maharashtra,Ahmednagar,Kopargaon,Malaria,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Kopargaon,Respiratory Infections,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Nagar,Pertusis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Nagar,Tetanus,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Nagar,Tetanus other than neonatarum,TOTAL,1,1,1,1,1,1,1,1,1,1,1,1
2016,Maharashtra,Ahmednagar,Nagar,Polio,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Nagar,Measles,TOTAL,1,2,2,2,2,2,2,2,2,2,2,2
2016,Maharashtra,Ahmednagar,Nagar,Diarrhoea and Dehydration,TOTAL,15,132,193,216,210,121,83,218,41,187,179,157
2016,Maharashtra,Ahmednagar,Nagar,Malaria,TOTAL,0,0,1,1,1,0,0,1,0,1,1,0
2016,Maharashtra,Ahmednagar,Nagar,Respiratory Infections,TOTAL,27,157,264,274,267,131,96,274,54,264,241,218
2016,Maharashtra,Ahmednagar,Nevasa,Pertusis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Nevasa,Tetanus,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Nevasa,Tetanus other than neonatarum,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Nevasa,Polio,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Nevasa,Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Nevasa,Diarrhoea and Dehydration,TOTAL,0,26,30,30,30,26,0,30,0,30,30,29
2016,Maharashtra,Ahmednagar,Nevasa,Malaria,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Nevasa,Respiratory Infections,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Parner,Pertusis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Parner,Tetanus,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Parner,Tetanus other than neonatarum,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Parner,Polio,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Parner,Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Parner,Diarrhoea and Dehydration,TOTAL,3,84,120,146,132,72,31,154,12,112,104,99
2016,Maharashtra,Ahmednagar,Parner,Malaria,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Parner,Respiratory Infections,TOTAL,0,23,70,123,86,11,5,131,0,65,60,57
2016,Maharashtra,Ahmednagar,Pathardi,Pertusis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Pathardi,Tetanus,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Pathardi,Tetanus other than neonatarum,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Pathardi,Polio,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Pathardi,Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Pathardi,Diarrhoea and Dehydration,TOTAL,8,27,56,80,66,21,15,85,10,47,42,31
2016,Maharashtra,Ahmednagar,Pathardi,Malaria,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Pathardi,Respiratory Infections,TOTAL,4,27,39,51,46,19,12,57,6,33,33,33
2016,Maharashtra,Ahmednagar,Rahta,Pertusis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Rahta,Tetanus,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Rahta,Tetanus other than neonatarum,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Rahta,Polio,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Rahta,Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Rahta,Diarrhoea and Dehydration,TOTAL,0,38,53,55,55,26,7,55,7,49,45,38
2016,Maharashtra,Ahmednagar,Rahta,Malaria,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Rahta,Respiratory Infections,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Rahuri,Pertusis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Rahuri,Tetanus,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Rahuri,Tetanus other than neonatarum,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Rahuri,Polio,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Rahuri,Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Rahuri,Diarrhoea and Dehydration,TOTAL,6,86,123,145,133,66,28,160,13,113,105,95
2016,Maharashtra,Ahmednagar,Rahuri,Malaria,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Rahuri,Respiratory Infections,TOTAL,0,1,1,1,1,0,0,1,0,1,1,1
2016,Maharashtra,Ahmednagar,Sangamner,Pertusis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Sangamner,Tetanus,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Sangamner,Tetanus other than neonatarum,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Sangamner,Polio,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Sangamner,Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Sangamner,Diarrhoea and Dehydration,TOTAL,0,14,16,16,16,10,3,19,0,16,14,14
2016,Maharashtra,Ahmednagar,Sangamner,Malaria,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
2016,Maharashtra,Ahmednagar,Sangamner,Respiratory Infections,TOTAL,0,2,2,2,2,0,0,7,0,2,2,2
2016,Maharashtra,Ahmednagar,Shevgaon,Pertusis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
